t_s,n,u1_pwm,u1_V,u1unsat_pwm,u1unsat_V,y1_rads,u2_ref,y2_rad,x1i,x2i,x1o,x2o
0.3175,128,437.057373046875,4.79823528211376,437.057373046875,4.79823528211376,2.41303515434265,176.270767211914,0.000817302498035133,0,0,0,0
0.32,129,458.696533203125,5.13152434955259,458.696533203125,5.13152434955259,2.41586685180664,184.928131103516,0.000766352924983948,0,0,0,0
0.3225,130,407.990661621094,4.29139530790627,407.990661621094,4.29139530790627,0.502209365367889,163.497589111328,0.00089853216195479,0,0,0,0
0.325,131,379.134948730469,3.72456025946333,379.134948730469,3.72456025946333,2.01864504814148,152.865158081055,0.000995076261460781,0,0,0,0
0.3275,132,367.887054443359,3.48912819733492,367.887054443359,3.48912819733492,2.33388113975525,148.555145263672,0.00106559228152037,0,0,0,0
0.33,133,365.804382324219,3.44480895725651,365.804382324219,3.44480895725651,2.39941239356995,147.76139831543,0.00111709744669497,0,0,0,0
0.3325,134,368.281036376953,3.49748841460463,368.281036376953,3.49748841460463,2.41303491592407,148.760238647461,0.00115471694152802,0,0,0,0
0.335,135,375.552886962891,3.65034622338249,375.552886962891,3.65034622338249,0.501620650291443,150.522125244141,0.00118219433352351,0,0,0,0
0.3375,136,378.114135742188,3.7034876262599,378.114135742188,3.7034876262599,2.0185227394104,152.456771850586,0.00120226386934519,0,0,0,0
0.34,137,382.116119384766,3.78573859864267,382.116119384766,3.78573859864267,2.33385562896729,154.246765136719,0.00121692265383899,0,0,0,0
0.3425,138,385.751831054688,3.85959406690314,385.751831054688,3.85959406690314,2.39940690994263,155.740371704102,0.00122762960381806,0,0,0,0
0.345,139,455.33056640625,5.08210321405391,455.33056640625,5.08210321405391,0.498787671327591,182.431503295898,0.0010660570114851,0,0,0,0
0.3475,140,485.150512695312,5.49055853921842,485.150512695312,5.49055853921842,2.01793384552002,195.270965576172,0.00094804388936609,0,0,0,0
0.35,141,496.306274414062,5.62733443011735,496.306274414062,5.62733443011735,2.33373332023621,199.922744750977,0.000861846783664078,0,0,0,0
0.3525,142,496.283203125,5.62705990226857,496.283203125,5.62705990226857,2.39938163757324,199.952911376953,0.000798888213466853,0,0,0,0
0.355,143,493.162200927734,5.58960946197546,493.162200927734,5.58960946197546,0.498782426118851,197.564147949219,0.000752903055399656,0,0,0,0
0.3575,144,482.1787109375,5.45272000825623,482.1787109375,5.45272000825623,2.01793265342712,194.082244873047,0.000719315372407436,0,0,0,0
0.36,145,472.190002441406,5.32101313025538,472.190002441406,5.32101313025538,2.33373308181763,190.276245117188,0.000694782880600542,0,0,0,0
0.3625,146,462.819763183594,5.19087852553601,462.819763183594,5.19087852553601,2.39938163757324,186.567535400391,0.000676864292472601,0,0,0,0
0.365,147,454.293212890625,5.06669509490176,454.293212890625,5.06669509490176,2.41302847862244,183.165100097656,0.000663776474539191,0,0,0,0
0.3675,148,449.627502441406,4.99635280074217,449.627502441406,4.99635280074217,0.501619338989258,180.151977539062,0.000654217088595033,0,0,0,0
0.37,149,440.82177734375,4.85889444659888,440.82177734375,4.85889444659888,2.01852250099182,177.539825439453,0.00064723490504548,0,0,0,0
0.3725,150,434.755828857422,4.76058507590677,434.755828857422,4.76058507590677,2.33385562896729,175.302642822266,0.000642135099042207,0,0,0,0
0.375,151,429.893768310547,4.67963897432881,429.893768310547,4.67963897432881,2.39940690994263,173.397155761719,0.000638410216197371,0,0,0,0
0.3775,152,425.817077636719,4.610292785381,425.817077636719,4.610292785381,2.41303372383118,171.774658203125,0.000635689473710954,0,0,0,0
0.38,153,425.216278076172,4.59995926882918,425.216278076172,4.59995926882918,0.501620411872864,170.387481689453,0.000633702264167368,0,0,0,0
0.3825,154,419.953308105469,4.50819373432162,419.953308105469,4.50819373432162,2.0185227394104,169.192428588867,0.00063225079793483,0,0,0,0
0.385,155,416.878997802734,4.45356074084318,416.878997802734,4.45356074084318,2.33385562896729,168.151916503906,0.000631190661806613,0,0,0,0
0.3875,156,414.486663818359,4.41052569337571,414.486663818359,4.41052569337571,2.39940690994263,167.234313964844,0.000630416325293481,0,0,0,0
0.39,157,415.285583496094,4.42494779277877,415.285583496094,4.42494779277877,0.498787671327591,166.413513183594,0.000629850779660046,0,0,0,0
0.3925,158,411.144012451172,4.34963749220634,411.144012451172,4.34963749220634,2.01793384552002,165.668365478516,0.000629437679890543,0,0,0,0
0.395,159,408.954223632812,4.30927429559775,408.954223632812,4.30927429559775,2.33373332023621,164.98193359375,0.000629135989584029,0,0,0,0
0.3975,160,473.995056152344,5.34534031020139,473.995056152344,5.34534031020139,0.485135495662689,189.889099121094,0.000459522620076314,0,0,0,0
0.4,161,500.302947998047,5.67438621743502,500.302947998047,5.67438621743502,2.01509594917297,201.330230712891,0.000335636577801779,0,0,0,0
0.4025,162,508.833038330078,5.77154187067815,508.833038330078,5.77154187067815,2.33314323425293,204.93310546875,0.000245149858528748,0,0,0,0
0.405,163,509.815795898438,5.78245817105882,509.815795898438,5.78245817105882,0.485012829303741,204.217330932617,0.000179058115463704,0,0,0,0
0.4075,164,500.321197509766,5.67459878095185,500.321197509766,5.67459878095185,2.01507043838501,201.337524414062,0.00013078453775961,0,0,0,0
0.41,165,490.436370849609,5.55638570872236,490.436370849609,5.55638570872236,2.33313798904419,197.574432373047,9.55253781285137e-05,0,0,0,0
0.4125,166,483.41552734375,5.46854129950566,483.41552734375,5.46854129950566,0.485011726617813,193.6572265625,6.97719951858744e-05,0,0,0,0
0.415,167,471.910308837891,5.31722248790771,471.910308837891,5.31722248790771,2.01507019996643,189.973175048828,5.09616547788028e-05,0,0,0,0
0.4175,168,463.257507324219,5.19710396313194,463.257507324219,5.19710396313194,2.33313798904419,186.702896118164,3.72225294995587e-05,0,0,0,0
0.42,169,456.166809082031,5.09446327075237,456.166809082031,5.09446327075237,2.39925789833069,183.906280517578,2.71874359896174e-05,0,0,0,0
0.4225,170,453.192626953125,5.05025602027751,453.192626953125,5.05025602027751,0.49875670671463,181.576309204102,1.98577763512731e-05,0,0,0,0
0.425,171,446.153625488281,4.94286352943989,446.153625488281,4.94286352943989,2.01792740821838,179.672210693359,1.45041740324814e-05,0,0,0,0
0.4275,172,441.846862792969,4.87521495763867,441.846862792969,4.87521495763867,2.33373188972473,178.13899230957,1.05938879642054e-05,0,0,0,0
0.43,173,441.5693359375,4.87080475115211,441.5693359375,4.87080475115211,0.485135197639465,176.918807983398,7.73780448071193e-06,0,0,0,0
0.4325,174,436.869781494141,4.79518255700134,436.869781494141,4.79518255700134,2.01509571075439,175.956970214844,5.65171330890735e-06,0,0,0,0
0.435,175,434.512023925781,4.75657166134481,434.512023925781,4.75657166134481,2.33314323425293,175.204696655273,4.12802683058544e-06,0,0,0,0
0.4375,176,432.951629638672,4.73077118884277,432.951629638672,4.73077118884277,2.399258852005,174.620208740234,3.01512204714527e-06,0,0,0,0
0.44,177,498.544006347656,5.65380179237957,498.544006347656,5.65380179237957,0.498756915330887,199.716873168945,-0.000167190708452836,0,0,0,0
0.4425,178,525.515625,5.94954508527526,525.515625,5.94954508527526,2.01792740821838,211.4169921875,-0.000291509495582432,0,0,0,0
0.445,179,537.70458984375,6.07046027563645,537.70458984375,6.07046027563645,0.41948589682579,215.333526611328,-0.000382312282454222,0,0,0,0
0.4475,180,534.43310546875,6.03871429552887,534.43310546875,6.03871429552887,2.00144863128662,214.974105834961,-0.00044863490620628,0,0,0,0
0.45,181,527.713989257812,5.97189531706499,527.713989257812,5.97189531706499,2.3303062915802,212.483795166016,-0.000497077126055956,0,0,0,0
0.4525,182,522.112731933594,5.91445802812355,522.112731933594,5.91445802812355,0.484423071146011,209.1357421875,-0.00053245946764946,0,0,0,0
0.455,183,511.110565185547,5.79675506298622,511.110565185547,5.79675506298622,2.01494765281677,205.653198242188,-0.000558302795980126,0,0,0,0
0.4575,184,502.547454833984,5.70037583946949,502.547454833984,5.70037583946949,2.33311247825623,202.418853759766,-0.000577178841922432,0,0,0,0
0.46,185,498.296783447266,5.65089316093642,498.296783447266,5.65089316093642,0.485006421804428,199.609710693359,-0.000590965966694057,0,0,0,0
0.4625,186,554.055297851562,6.22194099964348,554.055297851562,6.22194099964348,2.01506900787354,222.831146240234,-0.000770429032854736,0,0,0,0
0.465,187,579.0625,6.43326926368351,579.0625,6.43326926368351,2.33313775062561,233.024887084961,-0.000901509367395192,0,0,0,0
0.4675,188,585.862426757812,6.48706490687216,585.862426757812,6.48706490687216,2.39925765991211,235.784515380859,-0.000997250899672508,0,0,0,0
0.47,189,585.701354980469,6.4858070112854,585.701354980469,6.4858070112854,0.498756647109985,234.579803466797,-0.00106718065217137,0,0,0,0
0.4725,190,575.751770019531,6.40654807991569,575.751770019531,6.40654807991569,2.01792740821838,231.511459350586,-0.0011182576417923,0,0,0,0
0.475,191,566.020690917969,6.32587039476298,566.020690917969,6.32587039476298,2.33373188972473,227.808517456055,-0.0011555643286556,0,0,0,0
0.4775,192,556.785339355469,6.24613998814406,556.785339355469,6.24613998814406,2.39938116073608,224.153762817383,-0.00118281319737434,0,0,0,0
0.48,193,548.61669921875,6.17283079560686,548.61669921875,6.17283079560686,2.41302847862244,220.894485473633,-0.00120271591003984,0,0,0,0
0.4825,194,544.69189453125,6.13661624706677,544.69189453125,6.13661624706677,0.501619338989258,218.177734375,-0.00121725280769169,0,0,0,0
0.485,195,537.062072753906,6.0642650538416,537.062072753906,6.0642650538416,2.01852250099182,216.035949707031,-0.00122787069994956,0,0,0,0
0.4875,196,532.598815917969,6.02069196604251,532.598815917969,6.02069196604251,2.33385562896729,214.439834594727,-0.00123562593944371,0,0,0,0
0.49,197,529.728088378906,5.9921581345855,529.728088378906,5.9921581345855,2.39940690994263,213.33088684082,-0.00124129047617316,0,0,0,0
0.4925,198,527.980712890625,5.97459036668924,527.980712890625,5.97459036668924,2.41303372383118,212.640106201172,-0.00124542787671089,0,0,0,0
0.495,199,527.122802734375,5.96590900477792,527.122802734375,5.96590900477792,2.41586637496948,212.298629760742,-0.00124844978563488,0,0,0,0
0.4975,200,529.854736328125,5.993425514215,529.854736328125,5.993425514215,0.5022092461586,212.243225097656,-0.00125065702013671,0,0,0,0
